trial_key,model,scenario,condition,skill_level,skill_method,mutation_type,temperature,run_id,skill_tokens,passed,n_pass,n_total,pass_rate,error_type,code_lines,code_length,import_count,function_count,try_except_count,has_argparse,input_tokens,output_tokens
S045_ramachandran__sonnet__L2_plus_scripts__direct__t0.0__r0,sonnet,S045_ramachandran,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1502,False,7,13,0.5385,logic_error,241,8741,6,6,2,True,3988,3263
S030_fossil_morpho__sonnet__rq3_full_skill__t0.0__r0,sonnet,S030_fossil_morpho,rq3_full_skill,L4_full,direct,none,0.0,0,1485,True,15,15,1.0,success,166,6081,6,4,1,True,3737,2178
S026_earthquake_catalog__opus__clean_full__t0.0__r0,opus,S026_earthquake_catalog,clean_full,L4_full,direct,none,0.0,0,1628,False,0,14,0.0,logic_error,228,9186,7,6,1,True,4089,3127
S045_ramachandran__sonnet__L3_no_assets__direct__t0.0__r0,sonnet,S045_ramachandran,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1805,False,0,1,0.0,logic_error,5,220,0,1,0,False,4658,1068
S030_fossil_morpho__sonnet__rq3_vaccinated__t0.0__r0,sonnet,S030_fossil_morpho,rq3_vaccinated,L4_full,direct,none,0.0,0,1524,True,15,15,1.0,success,166,6081,6,4,1,True,3776,2200
S045_ramachandran__sonnet__L4_full__direct__t0.0__r0,sonnet,S045_ramachandran,L4_full__direct,L4_full,direct,none,0.0,0,1805,False,0,1,0.0,logic_error,5,220,0,1,0,False,4658,1204
S026_earthquake_catalog__opus__mutated_stale_api__t0.0__r0,opus,S026_earthquake_catalog,mutated_stale_api,L4_full,direct,stale_api,0.0,0,1628,False,0,14,0.0,logic_error,243,9866,7,6,2,True,4089,3375
S030_fossil_morpho__sonnet__rq3_wrong_skill__t0.0__r0,sonnet,S030_fossil_morpho,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,True,15,15,1.0,success,258,8832,8,6,1,True,3204,3219
S030_fossil_morpho__opus__rq3_no_skill__t0.0__r0,opus,S030_fossil_morpho,rq3_no_skill,L0_none,none,none,0.0,0,0,True,15,15,1.0,success,281,8887,9,9,0,True,406,3098
S026_earthquake_catalog__opus__mutated_wrong_default__t0.0__r0,opus,S026_earthquake_catalog,mutated_wrong_default,L4_full,direct,wrong_default,0.0,0,1628,False,0,14,0.0,logic_error,228,9186,7,6,1,True,4089,3127
S045_ramachandran__opus__L0_none__t0.0__r0,opus,S045_ramachandran,L0_none,L0_none,none,none,0.0,0,0,False,6,13,0.4615,logic_error,464,18613,8,1,0,True,519,6146
S030_fossil_morpho__opus__rq3_full_skill__t0.0__r0,opus,S030_fossil_morpho,rq3_full_skill,L4_full,direct,none,0.0,0,1485,True,15,15,1.0,success,166,6081,6,4,1,True,3737,2187
S026_earthquake_catalog__opus__mutated_missing_edge_case__t0.0__r0,opus,S026_earthquake_catalog,mutated_missing_edge_case,L4_full,direct,missing_edge_case,0.0,0,1480,False,0,14,0.0,logic_error,228,9186,7,6,1,True,3901,3114
S030_fossil_morpho__opus__rq3_vaccinated__t0.0__r0,opus,S030_fossil_morpho,rq3_vaccinated,L4_full,direct,none,0.0,0,1524,True,15,15,1.0,success,313,10402,7,6,2,True,3776,3449
S026_earthquake_catalog__opus__mutated_wrong_import__t0.0__r0,opus,S026_earthquake_catalog,mutated_wrong_import,L4_full,direct,wrong_import,0.0,0,1631,True,14,14,1.0,success,249,10049,7,6,1,True,4092,3460
S045_ramachandran__opus__L1_skill_md__direct__t0.0__r0,opus,S045_ramachandran,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,447,False,6,13,0.4615,logic_error,344,14815,7,1,0,True,1110,5052
S030_fossil_morpho__opus__rq3_wrong_skill__t0.0__r0,opus,S030_fossil_morpho,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,True,15,15,1.0,success,215,7298,7,4,1,True,3204,2732
S030_fossil_morpho__gpt4o__rq3_no_skill__t0.0__r0,gpt4o,S030_fossil_morpho,rq3_no_skill,L0_none,none,none,0.0,0,0,False,0,15,0.0,logic_error,96,3996,7,4,0,True,351,1245
S026_earthquake_catalog__opus__mutated_logic_error__t0.0__r0,opus,S026_earthquake_catalog,mutated_logic_error,L4_full,direct,logic_error,0.0,0,1628,False,0,14,0.0,logic_error,243,9866,7,6,2,True,4089,3371
S045_ramachandran__opus__L2_plus_scripts__direct__t0.0__r0,opus,S045_ramachandran,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1502,False,7,13,0.5385,logic_error,241,8741,6,6,2,True,3988,3288
S030_fossil_morpho__gpt4o__rq3_full_skill__t0.0__r0,gpt4o,S030_fossil_morpho,rq3_full_skill,L4_full,direct,none,0.0,0,1485,True,15,15,1.0,success,166,6081,6,4,1,True,3065,1483
S026_earthquake_catalog__gpt4o__clean_full__t0.0__r0,gpt4o,S026_earthquake_catalog,clean_full,L4_full,direct,none,0.0,0,1628,False,0,14,0.0,logic_error,228,9186,7,6,1,True,3297,2164
S030_fossil_morpho__gpt4o__rq3_vaccinated__t0.0__r0,gpt4o,S030_fossil_morpho,rq3_vaccinated,L4_full,direct,none,0.0,0,1524,True,15,15,1.0,success,129,5097,5,4,1,True,3102,1284
S026_earthquake_catalog__gpt4o__mutated_stale_api__t0.0__r0,gpt4o,S026_earthquake_catalog,mutated_stale_api,L4_full,direct,stale_api,0.0,0,1628,False,0,14,0.0,logic_error,228,9186,7,6,1,True,3297,2164
S030_fossil_morpho__gpt4o__rq3_wrong_skill__t0.0__r0,gpt4o,S030_fossil_morpho,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,False,0,15,0.0,logic_error,120,4174,9,4,0,True,2571,1364
S030_fossil_morpho__gpt41__rq3_no_skill__t0.0__r0,gpt41,S030_fossil_morpho,rq3_no_skill,L0_none,none,none,0.0,0,0,True,15,15,1.0,success,143,4840,7,5,0,True,351,1540
S026_earthquake_catalog__gpt4o__mutated_wrong_default__t0.0__r0,gpt4o,S026_earthquake_catalog,mutated_wrong_default,L4_full,direct,wrong_default,0.0,0,1628,False,0,14,0.0,logic_error,228,9186,7,6,1,True,3297,2164
S045_ramachandran__opus__L3_no_assets__direct__t0.0__r0,opus,S045_ramachandran,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1805,False,7,13,0.5385,logic_error,241,8741,6,6,2,True,4658,3439
S026_earthquake_catalog__gpt4o__mutated_missing_edge_case__t0.0__r0,gpt4o,S026_earthquake_catalog,mutated_missing_edge_case,L4_full,direct,missing_edge_case,0.0,0,1480,False,0,14,0.0,logic_error,228,9186,7,6,1,True,3129,2164
S030_fossil_morpho__gpt41__rq3_full_skill__t0.0__r0,gpt41,S030_fossil_morpho,rq3_full_skill,L4_full,direct,none,0.0,0,1485,True,15,15,1.0,success,156,5860,6,4,1,True,3065,1544
S030_fossil_morpho__gpt41__rq3_vaccinated__t0.0__r0,gpt41,S030_fossil_morpho,rq3_vaccinated,L4_full,direct,none,0.0,0,1524,True,15,15,1.0,success,137,5233,6,5,1,True,3102,1447
S026_earthquake_catalog__gpt4o__mutated_wrong_import__t0.0__r0,gpt4o,S026_earthquake_catalog,mutated_wrong_import,L4_full,direct,wrong_import,0.0,0,1631,False,0,14,0.0,logic_error,153,7624,7,6,1,True,3300,1875
S030_fossil_morpho__gpt41__rq3_wrong_skill__t0.0__r0,gpt41,S030_fossil_morpho,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,True,15,15,1.0,success,166,5553,8,8,2,True,2571,1583
S026_earthquake_catalog__gpt4o__mutated_logic_error__t0.0__r0,gpt4o,S026_earthquake_catalog,mutated_logic_error,L4_full,direct,logic_error,0.0,0,1628,False,0,14,0.0,logic_error,228,9186,7,6,1,True,3297,2164
S045_ramachandran__opus__L4_full__direct__t0.0__r0,opus,S045_ramachandran,L4_full__direct,L4_full,direct,none,0.0,0,1805,False,7,13,0.5385,logic_error,241,8741,6,6,2,True,4658,3437
S030_fossil_morpho__gemini_pro__rq3_no_skill__t0.0__r0,gemini_pro,S030_fossil_morpho,rq3_no_skill,L0_none,none,none,0.0,0,0,True,15,15,1.0,success,147,5302,7,2,1,True,371,2869
S026_earthquake_catalog__gpt41__clean_full__t0.0__r0,gpt41,S026_earthquake_catalog,clean_full,L4_full,direct,none,0.0,0,1628,False,0,14,0.0,logic_error,148,7307,7,6,1,True,3297,1954
S026_earthquake_catalog__gpt41__mutated_stale_api__t0.0__r0,gpt41,S026_earthquake_catalog,mutated_stale_api,L4_full,direct,stale_api,0.0,0,1628,False,0,14,0.0,logic_error,145,6771,7,6,2,True,3297,1925
S030_fossil_morpho__gemini_pro__rq3_full_skill__t0.0__r0,gemini_pro,S030_fossil_morpho,rq3_full_skill,L4_full,direct,none,0.0,0,1485,True,15,15,1.0,success,178,6454,6,5,1,True,3505,2868
S026_earthquake_catalog__gpt41__mutated_wrong_default__t0.0__r0,gpt41,S026_earthquake_catalog,mutated_wrong_default,L4_full,direct,wrong_default,0.0,0,1628,False,0,14,0.0,logic_error,162,7639,7,6,1,True,3297,2024
S045_ramachandran__gpt4o__L0_none__t0.0__r0,gpt4o,S045_ramachandran,L0_none,L0_none,none,none,0.0,0,0,False,8,13,0.6154,logic_error,131,4662,5,6,0,True,461,1546
S026_earthquake_catalog__gpt41__mutated_missing_edge_case__t0.0__r0,gpt41,S026_earthquake_catalog,mutated_missing_edge_case,L4_full,direct,missing_edge_case,0.0,0,1480,False,0,14,0.0,logic_error,154,7630,7,6,1,True,3129,1964
S026_earthquake_catalog__gpt41__mutated_wrong_import__t0.0__r0,gpt41,S026_earthquake_catalog,mutated_wrong_import,L4_full,direct,wrong_import,0.0,0,1631,False,0,14,0.0,logic_error,145,6855,7,6,1,True,3300,1887
S045_ramachandran__gpt4o__L1_skill_md__direct__t0.0__r0,gpt4o,S045_ramachandran,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,447,False,5,13,0.3846,logic_error,105,4006,5,6,0,True,1000,1265
S026_earthquake_catalog__gpt41__mutated_logic_error__t0.0__r0,gpt41,S026_earthquake_catalog,mutated_logic_error,L4_full,direct,logic_error,0.0,0,1628,False,0,14,0.0,logic_error,148,6923,7,6,2,True,3297,1940
S030_fossil_morpho__gemini_pro__rq3_vaccinated__t0.0__r0,gemini_pro,S030_fossil_morpho,rq3_vaccinated,L4_full,direct,none,0.0,0,1524,True,15,15,1.0,success,211,8055,6,5,1,True,3544,4270
S045_ramachandran__gpt4o__L2_plus_scripts__direct__t0.0__r0,gpt4o,S045_ramachandran,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1502,False,0,1,0.0,logic_error,23,1063,0,0,0,False,3265,1052
S026_earthquake_catalog__gemini_pro__clean_full__t0.0__r0,gemini_pro,S026_earthquake_catalog,clean_full,L4_full,direct,none,0.0,0,1628,False,1,14,0.0714,logic_error,191,7612,7,6,1,True,3874,3212
S045_ramachandran__gpt4o__L3_no_assets__direct__t0.0__r0,gpt4o,S045_ramachandran,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1805,False,0,1,0.0,logic_error,13,426,1,0,0,False,3826,1175
S030_fossil_morpho__gemini_pro__rq3_wrong_skill__t0.0__r0,gemini_pro,S030_fossil_morpho,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,True,15,15,1.0,success,233,7985,8,4,2,True,3042,3878
S026_earthquake_catalog__gemini_pro__mutated_stale_api__t0.0__r0,gemini_pro,S026_earthquake_catalog,mutated_stale_api,L4_full,direct,stale_api,0.0,0,1628,False,1,14,0.0714,logic_error,191,7612,7,6,1,True,3874,3212
S045_ramachandran__gpt4o__L4_full__direct__t0.0__r0,gpt4o,S045_ramachandran,L4_full__direct,L4_full,direct,none,0.0,0,1805,False,0,1,0.0,logic_error,13,426,1,0,0,False,3826,1188
S033_exoplanet_transit__haiku__rq3_no_skill__t0.0__r0,haiku,S033_exoplanet_transit,rq3_no_skill,L0_none,none,none,0.0,0,0,False,3,10,0.3,logic_error,446,13943,8,2,2,True,424,4537
S026_earthquake_catalog__gemini_pro__mutated_wrong_default__t0.0__r0,gemini_pro,S026_earthquake_catalog,mutated_wrong_default,L4_full,direct,wrong_default,0.0,0,1628,False,1,14,0.0714,logic_error,191,7612,7,6,1,True,3874,3212
S026_earthquake_catalog__gemini_pro__mutated_missing_edge_case__t0.0__r0,gemini_pro,S026_earthquake_catalog,mutated_missing_edge_case,L4_full,direct,missing_edge_case,0.0,0,1480,False,1,14,0.0714,logic_error,165,6750,7,6,1,True,3704,2820
S045_ramachandran__gpt41__L0_none__t0.0__r0,gpt41,S045_ramachandran,L0_none,L0_none,none,none,0.0,0,0,False,7,13,0.5385,logic_error,195,7249,5,8,0,True,461,2274
S026_earthquake_catalog__gemini_pro__mutated_wrong_import__t0.0__r0,gemini_pro,S026_earthquake_catalog,mutated_wrong_import,L4_full,direct,wrong_import,0.0,0,1631,False,1,14,0.0714,logic_error,197,7788,7,6,1,True,3877,3318
S033_exoplanet_transit__haiku__rq3_full_skill__t0.0__r0,haiku,S033_exoplanet_transit,rq3_full_skill,L4_full,direct,none,0.0,0,1639,False,3,10,0.3,logic_error,680,23351,7,11,3,True,4128,7910
S045_ramachandran__gpt41__L1_skill_md__direct__t0.0__r0,gpt41,S045_ramachandran,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,447,False,7,13,0.5385,logic_error,228,9149,7,10,0,True,1000,2716
S026_earthquake_catalog__gemini_pro__mutated_logic_error__t0.0__r0,gemini_pro,S026_earthquake_catalog,mutated_logic_error,L4_full,direct,logic_error,0.0,0,1628,False,1,14,0.0714,logic_error,191,7612,7,6,1,True,3874,3212
S033_exoplanet_transit__haiku__rq3_vaccinated__t0.0__r0,haiku,S033_exoplanet_transit,rq3_vaccinated,L4_full,direct,none,0.0,0,1678,False,3,10,0.3,logic_error,594,19760,6,11,3,True,4167,6529
S045_ramachandran__gpt41__L2_plus_scripts__direct__t0.0__r0,gpt41,S045_ramachandran,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1502,False,7,13,0.5385,logic_error,243,8810,7,6,2,True,3265,2487
S028_audio_features__haiku__clean_full__t0.0__r0,haiku,S028_audio_features,clean_full,L4_full,direct,none,0.0,0,1796,True,15,15,1.0,success,485,14910,7,13,5,True,4410,5419
S033_exoplanet_transit__haiku__rq3_wrong_skill__t0.0__r0,haiku,S033_exoplanet_transit,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,False,3,10,0.3,logic_error,34,1416,0,0,0,False,3222,8192
S045_ramachandran__gpt41__L3_no_assets__direct__t0.0__r0,gpt41,S045_ramachandran,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1805,False,7,13,0.5385,logic_error,241,8741,6,6,2,True,3826,2533
S028_audio_features__haiku__mutated_stale_api__t0.0__r0,haiku,S028_audio_features,mutated_stale_api,L4_full,direct,stale_api,0.0,0,1796,True,15,15,1.0,success,485,14910,7,13,5,True,4410,5357
S045_ramachandran__gpt41__L4_full__direct__t0.0__r0,gpt41,S045_ramachandran,L4_full__direct,L4_full,direct,none,0.0,0,1805,False,7,13,0.5385,logic_error,241,8741,6,6,2,True,3826,2528
S028_audio_features__haiku__mutated_wrong_default__t0.0__r0,haiku,S028_audio_features,mutated_wrong_default,L4_full,direct,wrong_default,0.0,0,1796,True,15,15,1.0,success,485,14910,7,13,5,True,4410,5357
S033_exoplanet_transit__sonnet__rq3_no_skill__t0.0__r0,sonnet,S033_exoplanet_transit,rq3_no_skill,L0_none,none,none,0.0,0,0,False,3,10,0.3,logic_error,398,14954,8,3,3,True,424,4617
S045_ramachandran__gemini_pro__L0_none__t0.0__r0,gemini_pro,S045_ramachandran,L0_none,L0_none,none,none,0.0,0,0,False,0,1,0.0,logic_error,154,5463,6,5,0,True,461,3140
S028_audio_features__haiku__mutated_missing_edge_case__t0.0__r0,haiku,S028_audio_features,mutated_missing_edge_case,L4_full,direct,missing_edge_case,0.0,0,1636,True,15,15,1.0,success,468,14757,7,12,2,True,4196,5026
S045_ramachandran__gemini_pro__L1_skill_md__direct__t0.0__r0,gemini_pro,S045_ramachandran,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,447,False,7,13,0.5385,logic_error,177,6498,6,5,0,True,997,3461
S033_exoplanet_transit__sonnet__rq3_full_skill__t0.0__r0,sonnet,S033_exoplanet_transit,rq3_full_skill,L4_full,direct,none,0.0,0,1639,False,3,10,0.3,logic_error,232,9293,5,9,1,True,4128,3183
S028_audio_features__haiku__mutated_wrong_import__t0.0__r0,haiku,S028_audio_features,mutated_wrong_import,L4_full,direct,wrong_import,0.0,0,1799,True,15,15,1.0,success,409,12860,6,13,2,True,4413,5263
S045_ramachandran__gemini_pro__L2_plus_scripts__direct__t0.0__r0,gemini_pro,S045_ramachandran,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1502,False,7,13,0.5385,logic_error,205,7011,6,6,2,True,3783,2906
S028_audio_features__haiku__mutated_logic_error__t0.0__r0,haiku,S028_audio_features,mutated_logic_error,L4_full,direct,logic_error,0.0,0,1799,True,15,15,1.0,success,494,15795,7,14,2,True,4416,5294
S033_exoplanet_transit__sonnet__rq3_vaccinated__t0.0__r0,sonnet,S033_exoplanet_transit,rq3_vaccinated,L4_full,direct,none,0.0,0,1678,False,3,10,0.3,logic_error,248,9875,5,9,2,True,4167,3297
S045_ramachandran__gemini_pro__L3_no_assets__direct__t0.0__r0,gemini_pro,S045_ramachandran,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1805,False,7,13,0.5385,logic_error,266,9728,6,6,2,True,4431,4671
S028_audio_features__sonnet__clean_full__t0.0__r0,sonnet,S028_audio_features,clean_full,L4_full,direct,none,0.0,0,1796,True,15,15,1.0,success,274,9332,6,11,1,True,4410,3231
S033_exoplanet_transit__sonnet__rq3_wrong_skill__t0.0__r0,sonnet,S033_exoplanet_transit,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,False,3,10,0.3,logic_error,356,13454,9,7,2,True,3222,4289
S028_audio_features__sonnet__mutated_stale_api__t0.0__r0,sonnet,S028_audio_features,mutated_stale_api,L4_full,direct,stale_api,0.0,0,1796,True,15,15,1.0,success,274,9332,6,11,1,True,4410,3201
S045_ramachandran__gemini_pro__L4_full__direct__t0.0__r0,gemini_pro,S045_ramachandran,L4_full__direct,L4_full,direct,none,0.0,0,1805,False,7,13,0.5385,logic_error,266,9728,6,6,2,True,4431,4671
S048_gene_ontology__haiku__L0_none__t0.0__r0,haiku,S048_gene_ontology,L0_none,L0_none,none,none,0.0,0,0,False,1,2,0.5,logic_error,448,16332,9,1,1,True,345,5717
S028_audio_features__sonnet__mutated_wrong_default__t0.0__r0,sonnet,S028_audio_features,mutated_wrong_default,L4_full,direct,wrong_default,0.0,0,1796,True,15,15,1.0,success,274,9332,6,11,1,True,4410,3201
S033_exoplanet_transit__opus__rq3_no_skill__t0.0__r0,opus,S033_exoplanet_transit,rq3_no_skill,L0_none,none,none,0.0,0,0,False,3,10,0.3,logic_error,268,9697,7,7,1,True,424,3297
S048_gene_ontology__haiku__L1_skill_md__direct__t0.0__r0,haiku,S048_gene_ontology,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,443,False,1,2,0.5,logic_error,457,16013,7,1,3,True,897,5260
S028_audio_features__sonnet__mutated_missing_edge_case__t0.0__r0,sonnet,S028_audio_features,mutated_missing_edge_case,L4_full,direct,missing_edge_case,0.0,0,1636,True,15,15,1.0,success,215,7753,6,9,1,True,4196,2833
S048_gene_ontology__haiku__L2_plus_scripts__direct__t0.0__r0,haiku,S048_gene_ontology,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1553,False,1,2,0.5,logic_error,272,9673,6,7,2,True,3908,3717
S028_audio_features__sonnet__mutated_wrong_import__t0.0__r0,sonnet,S028_audio_features,mutated_wrong_import,L4_full,direct,wrong_import,0.0,0,1799,True,15,15,1.0,success,182,6714,6,9,1,True,4413,2509
S033_exoplanet_transit__opus__rq3_full_skill__t0.0__r0,opus,S033_exoplanet_transit,rq3_full_skill,L4_full,direct,none,0.0,0,1639,False,3,10,0.3,logic_error,206,7743,5,9,0,True,4128,2728
S048_gene_ontology__haiku__L3_no_assets__direct__t0.0__r0,haiku,S048_gene_ontology,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1869,False,1,2,0.5,logic_error,271,9607,6,7,2,True,4619,4150
S028_audio_features__sonnet__mutated_logic_error__t0.0__r0,sonnet,S028_audio_features,mutated_logic_error,L4_full,direct,logic_error,0.0,0,1799,True,15,15,1.0,success,239,8300,6,9,1,True,4416,2959
S048_gene_ontology__haiku__L4_full__direct__t0.0__r0,haiku,S048_gene_ontology,L4_full__direct,L4_full,direct,none,0.0,0,1869,False,1,2,0.5,logic_error,271,9607,6,7,2,True,4619,4130
S028_audio_features__opus__clean_full__t0.0__r0,opus,S028_audio_features,clean_full,L4_full,direct,none,0.0,0,1796,True,15,15,1.0,success,182,6714,6,9,1,True,4410,2553
S033_exoplanet_transit__opus__rq3_vaccinated__t0.0__r0,opus,S033_exoplanet_transit,rq3_vaccinated,L4_full,direct,none,0.0,0,1678,False,3,10,0.3,logic_error,415,13393,6,9,1,True,4167,4182
S048_gene_ontology__sonnet__L0_none__t0.0__r0,sonnet,S048_gene_ontology,L0_none,L0_none,none,none,0.0,0,0,False,1,2,0.5,logic_error,349,13888,7,1,2,True,345,4765
S028_audio_features__opus__mutated_stale_api__t0.0__r0,opus,S028_audio_features,mutated_stale_api,L4_full,direct,stale_api,0.0,0,1796,True,15,15,1.0,success,182,6714,6,9,1,True,4410,2553
S033_exoplanet_transit__opus__rq3_wrong_skill__t0.0__r0,opus,S033_exoplanet_transit,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,False,3,10,0.3,logic_error,274,10241,7,7,1,True,3222,3569
S048_gene_ontology__sonnet__L1_skill_md__direct__t0.0__r0,sonnet,S048_gene_ontology,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,443,False,1,2,0.5,logic_error,318,11477,6,7,2,True,897,3979
S028_audio_features__opus__mutated_wrong_default__t0.0__r0,opus,S028_audio_features,mutated_wrong_default,L4_full,direct,wrong_default,0.0,0,1796,True,15,15,1.0,success,182,6714,6,9,1,True,4410,2553
S033_exoplanet_transit__gpt4o__rq3_no_skill__t0.0__r0,gpt4o,S033_exoplanet_transit,rq3_no_skill,L0_none,none,none,0.0,0,0,False,3,10,0.3,logic_error,125,5203,6,8,1,True,392,1554
S048_gene_ontology__sonnet__L2_plus_scripts__direct__t0.0__r0,sonnet,S048_gene_ontology,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1553,False,1,2,0.5,logic_error,10,406,0,0,0,False,3908,796
S033_exoplanet_transit__gpt4o__rq3_full_skill__t0.0__r0,gpt4o,S033_exoplanet_transit,rq3_full_skill,L4_full,direct,none,0.0,0,1639,False,3,10,0.3,logic_error,195,7348,5,9,0,True,3394,1802
S028_audio_features__opus__mutated_missing_edge_case__t0.0__r0,opus,S028_audio_features,mutated_missing_edge_case,L4_full,direct,missing_edge_case,0.0,0,1636,True,15,15,1.0,success,186,6858,6,9,1,True,4196,2517
S048_gene_ontology__sonnet__L3_no_assets__direct__t0.0__r0,sonnet,S048_gene_ontology,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1869,False,1,2,0.5,logic_error,271,9607,6,7,2,True,4619,3532
S033_exoplanet_transit__gpt4o__rq3_vaccinated__t0.0__r0,gpt4o,S033_exoplanet_transit,rq3_vaccinated,L4_full,direct,none,0.0,0,1678,False,3,10,0.3,logic_error,195,7356,5,9,0,True,3431,1815
S048_gene_ontology__sonnet__L4_full__direct__t0.0__r0,sonnet,S048_gene_ontology,L4_full__direct,L4_full,direct,none,0.0,0,1869,False,1,2,0.5,logic_error,271,9607,6,7,2,True,4619,3532
S033_exoplanet_transit__gpt4o__rq3_wrong_skill__t0.0__r0,gpt4o,S033_exoplanet_transit,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,False,3,10,0.3,logic_error,150,5860,5,7,2,True,2612,1772
S028_audio_features__opus__mutated_wrong_import__t0.0__r0,opus,S028_audio_features,mutated_wrong_import,L4_full,direct,wrong_import,0.0,0,1799,True,15,15,1.0,success,228,7888,6,9,1,True,4413,2952
S033_exoplanet_transit__gpt41__rq3_no_skill__t0.0__r0,gpt41,S033_exoplanet_transit,rq3_no_skill,L0_none,none,none,0.0,0,0,False,3,10,0.3,logic_error,156,6457,6,7,0,True,392,1964
S033_exoplanet_transit__gpt41__rq3_full_skill__t0.0__r0,gpt41,S033_exoplanet_transit,rq3_full_skill,L4_full,direct,none,0.0,0,1639,False,3,10,0.3,logic_error,170,7162,5,9,0,True,3394,1959
S028_audio_features__opus__mutated_logic_error__t0.0__r0,opus,S028_audio_features,mutated_logic_error,L4_full,direct,logic_error,0.0,0,1799,True,15,15,1.0,success,186,6858,6,9,1,True,4416,2528
S033_exoplanet_transit__gpt41__rq3_vaccinated__t0.0__r0,gpt41,S033_exoplanet_transit,rq3_vaccinated,L4_full,direct,none,0.0,0,1678,False,3,10,0.3,logic_error,175,7431,5,9,0,True,3431,2026
S028_audio_features__gpt4o__clean_full__t0.0__r0,gpt4o,S028_audio_features,clean_full,L4_full,direct,none,0.0,0,1796,True,15,15,1.0,success,159,6065,6,9,1,True,3537,1540
S033_exoplanet_transit__gpt41__rq3_wrong_skill__t0.0__r0,gpt41,S033_exoplanet_transit,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,False,3,10,0.3,logic_error,180,7006,5,7,0,True,2612,2050
S048_gene_ontology__opus__L0_none__t0.0__r0,opus,S048_gene_ontology,L0_none,L0_none,none,none,0.0,0,0,False,1,2,0.5,logic_error,326,12563,6,2,3,True,345,4291
S028_audio_features__gpt4o__mutated_stale_api__t0.0__r0,gpt4o,S028_audio_features,mutated_stale_api,L4_full,direct,stale_api,0.0,0,1796,True,15,15,1.0,success,159,6073,6,9,1,True,3537,1540
S028_audio_features__gpt4o__mutated_wrong_default__t0.0__r0,gpt4o,S028_audio_features,mutated_wrong_default,L4_full,direct,wrong_default,0.0,0,1796,True,15,15,1.0,success,159,6065,6,9,1,True,3537,1540
S033_exoplanet_transit__gemini_pro__rq3_no_skill__t0.0__r0,gemini_pro,S033_exoplanet_transit,rq3_no_skill,L0_none,none,none,0.0,0,0,False,3,10,0.3,logic_error,137,4591,6,5,1,True,400,3028
S028_audio_features__gpt4o__mutated_missing_edge_case__t0.0__r0,gpt4o,S028_audio_features,mutated_missing_edge_case,L4_full,direct,missing_edge_case,0.0,0,1636,True,15,15,1.0,success,159,6065,6,9,1,True,3346,1548
S033_exoplanet_transit__gemini_pro__rq3_full_skill__t0.0__r0,gemini_pro,S033_exoplanet_transit,rq3_full_skill,L4_full,direct,none,0.0,0,1639,False,3,10,0.3,logic_error,157,5989,5,8,0,True,3977,3079
S028_audio_features__gpt4o__mutated_wrong_import__t0.0__r0,gpt4o,S028_audio_features,mutated_wrong_import,L4_full,direct,wrong_import,0.0,0,1799,False,0,15,0.0,logic_error,159,6074,6,9,1,True,3540,1543
S033_exoplanet_transit__gemini_pro__rq3_vaccinated__t0.0__r0,gemini_pro,S033_exoplanet_transit,rq3_vaccinated,L4_full,direct,none,0.0,0,1678,False,3,10,0.3,logic_error,163,6323,5,8,0,True,4015,3135
S048_gene_ontology__opus__L1_skill_md__direct__t0.0__r0,opus,S048_gene_ontology,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,443,False,1,2,0.5,logic_error,358,12666,6,6,1,True,897,4505
S028_audio_features__gpt4o__mutated_logic_error__t0.0__r0,gpt4o,S028_audio_features,mutated_logic_error,L4_full,direct,logic_error,0.0,0,1799,True,15,15,1.0,success,159,6072,6,9,1,True,3542,1552
